Date,5 YR,7 YR,10 YR,20 YR,30 YR
8/24/2017,0.18,0.36,0.44,0.73,0.92
8/23/2017,0.18,0.39,0.42,0.71,0.91
8/22/2017,0.19,0.37,0.45,0.74,0.93
8/21/2017,0.17,0.34,0.43,0.73,0.92
8/18/2017,0.16,0.33,0.43,0.73,0.93
8/17/2017,0.15,0.32,0.42,0.73,0.92
8/16/2017,0.17,0.34,0.45,0.75,0.94
8/15/2017,0.2,0.37,0.49,0.79,0.97
8/14/2017,0.18,0.39,0.45,0.75,0.94
8/11/2017,0.1,0.3,0.4,0.71,0.91
8/10/2017,0.1,0.29,0.4,0.7,0.89
8/9/2017,0.11,0.31,0.42,0.73,0.92
8/8/2017,0.15,0.37,0.46,0.77,0.96
8/7/2017,0.16,0.37,0.46,0.76,0.96
8/4/2017,0.17,0.38,0.47,0.78,0.97
8/3/2017,0.17,0.38,0.46,0.76,0.96
8/2/2017,0.19,0.39,0.48,0.78,0.98
8/1/2017,0.18,0.38,0.47,0.78,0.98
7/31/2017,0.17,0.35,0.48,0.8,1
7/28/2017,0.15,0.34,0.47,0.79,0.99
7/27/2017,0.16,0.35,0.49,0.82,1.02
7/26/2017,0.17,0.35,0.49,0.8,1
7/25/2017,0.23,0.39,0.52,0.83,1.03
7/24/2017,0.21,0.39,0.48,0.78,0.97
7/21/2017,0.19,0.34,0.48,0.78,0.96
7/20/2017,0.2,0.37,0.5,0.8,0.98
7/19/2017,0.18,0.38,0.51,0.8,0.96
7/18/2017,0.2,0.38,0.51,0.8,0.97
7/17/2017,0.22,0.41,0.54,0.83,1
7/14/2017,0.25,0.45,0.57,0.86,1.03
7/13/2017,0.25,0.43,0.58,0.87,1.03
7/12/2017,0.25,0.44,0.57,0.85,1.01
7/11/2017,0.31,0.51,0.62,0.89,1.05
7/10/2017,0.33,0.52,0.66,0.92,1.07
7/7/2017,0.32,0.52,0.66,0.92,1.06
7/6/2017,0.28,0.48,0.61,0.87,1.02
7/5/2017,0.27,0.48,0.58,0.83,0.98
7/3/2017,0.27,0.47,0.6,0.86,1
6/30/2017,0.26,0.45,0.58,0.84,0.99
6/29/2017,0.23,0.43,0.55,0.81,0.96
6/28/2017,0.16,0.35,0.49,0.76,0.92
6/27/2017,0.21,0.38,0.5,0.76,0.92
6/26/2017,0.16,0.3,0.43,0.7,0.86
6/23/2017,0.18,0.34,0.45,0.71,0.87
6/22/2017,0.19,0.36,0.46,0.72,0.88
6/21/2017,0.24,0.39,0.5,0.76,0.91
6/20/2017,0.23,0.39,0.5,0.77,0.93
6/19/2017,0.24,0.43,0.52,0.8,0.97
6/16/2017,0.19,0.36,0.49,0.79,0.97
6/15/2017,0.2,0.35,0.49,0.79,0.97
6/14/2017,0.15,0.31,0.44,0.74,0.93
6/13/2017,0.12,0.31,0.46,0.77,0.96
6/12/2017,0.11,0.29,0.46,0.78,0.98
6/9/2017,0.09,0.28,0.43,0.76,0.96
6/8/2017,0.06,0.26,0.41,0.74,0.95
6/7/2017,0.05,0.24,0.4,0.73,0.93
6/6/2017,0,0.2,0.37,0.7,0.91
6/5/2017,0.02,0.22,0.39,0.72,0.92
6/2/2017,-0.01,0.2,0.36,0.68,0.87
6/1/2017,0.03,0.23,0.4,0.73,0.92
5/31/2017,0.03,0.23,0.4,0.73,0.92
5/30/2017,0.03,0.25,0.4,0.73,0.93
5/26/2017,0.06,0.28,0.44,0.77,0.96
5/25/2017,0.08,0.31,0.45,0.77,0.97
5/24/2017,0.06,0.28,0.45,0.78,0.97
5/23/2017,0.07,0.29,0.46,0.78,0.96
5/22/2017,0.05,0.25,0.43,0.76,0.95
5/19/2017,0.04,0.25,0.41,0.73,0.92
5/18/2017,0.06,0.26,0.43,0.76,0.96
5/17/2017,0.06,0.26,0.44,0.78,0.97
5/16/2017,0.12,0.33,0.51,0.84,1.04
5/15/2017,0.12,0.32,0.52,0.86,1.05
5/12/2017,0.1,0.32,0.49,0.82,1.01
5/11/2017,0.11,0.33,0.51,0.83,1.02
5/10/2017,0.16,0.36,0.56,0.88,1.05
5/9/2017,0.2,0.4,0.56,0.87,1.06
5/8/2017,0.16,0.36,0.53,0.86,1.05
5/5/2017,0.14,0.31,0.5,0.84,1.01
5/4/2017,0.16,0.34,0.5,0.82,1.02
5/3/2017,0.1,0.28,0.46,0.79,0.98
5/2/2017,0.04,0.23,0.41,0.75,0.95
5/1/2017,0.04,0.23,0.41,0.76,0.96
4/28/2017,0,0.18,0.37,0.71,0.9
4/27/2017,0,0.19,0.39,0.73,0.92
4/26/2017,0.01,0.21,0.42,0.76,0.94
4/25/2017,0.02,0.22,0.44,0.8,0.96
4/24/2017,0,0.18,0.41,0.8,0.94
4/21/2017,-0.02,0.17,0.4,0.78,0.93
4/20/2017,-0.04,0.15,0.39,0.79,0.92
4/19/2017,0.08,0.28,0.36,0.69,0.9
4/18/2017,0.06,0.26,0.33,0.65,0.85
4/17/2017,0.1,0.31,0.38,0.7,0.9
4/13/2017,0.03,0.25,0.32,0.65,0.86
4/12/2017,0.12,0.35,0.38,0.69,0.89
4/11/2017,0.14,0.37,0.41,0.72,0.91
4/10/2017,0.22,0.4,0.44,0.71,0.94
4/7/2017,0.22,0.4,0.44,0.71,0.94
4/6/2017,0.16,0.35,0.39,0.67,0.9
4/5/2017,0.08,0.32,0.37,0.69,0.89
4/4/2017,0.11,0.35,0.4,0.72,0.92
4/3/2017,0.15,0.34,0.39,0.67,0.91
3/31/2017,0.16,0.4,0.43,0.74,0.94
3/30/2017,0.15,0.39,0.46,0.77,0.96
3/29/2017,0.13,0.37,0.41,0.72,0.91
3/28/2017,0.24,0.41,0.45,0.71,0.94
3/27/2017,0.18,0.37,0.41,0.67,0.9
3/24/2017,0.2,0.37,0.42,0.68,0.91
3/23/2017,0.2,0.41,0.46,0.73,0.96
3/22/2017,0.16,0.42,0.43,0.76,0.96
3/21/2017,0.16,0.42,0.45,0.78,0.99
3/20/2017,0.14,0.4,0.47,0.79,1
3/17/2017,0.14,0.4,0.49,0.82,1.01
3/16/2017,0.18,0.44,0.51,0.82,1.02
3/15/2017,0.18,0.45,0.5,0.81,1
3/14/2017,0.25,0.5,0.61,0.91,1.08
3/13/2017,0.28,0.54,0.61,0.9,1.09
3/10/2017,0.21,0.47,0.57,0.88,1.06
3/9/2017,0.24,0.5,0.6,0.9,1.09
3/8/2017,0.18,0.44,0.56,0.87,1.06
3/7/2017,0.13,0.39,0.49,0.81,1.01
3/6/2017,0.12,0.38,0.48,0.8,0.99
3/3/2017,0.1,0.36,0.45,0.77,0.96
3/2/2017,0.19,0.44,0.48,0.79,0.98
3/1/2017,0.15,0.41,0.43,0.75,0.94
2/28/2017,0,0.25,0.34,0.66,0.87
2/27/2017,0.01,0.27,0.35,0.67,0.88
2/24/2017,-0.1,0.17,0.31,0.64,0.85
2/23/2017,-0.03,0.24,0.35,0.69,0.89
2/22/2017,0,0.27,0.38,0.71,0.91
2/21/2017,0.06,0.34,0.4,0.72,0.92
2/17/2017,0.07,0.34,0.41,0.72,0.91
2/16/2017,0.05,0.33,0.43,0.75,0.95
2/15/2017,0.08,0.34,0.45,0.76,0.93
2/14/2017,0.11,0.37,0.46,0.77,0.94
2/13/2017,0.05,0.32,0.43,0.74,0.91
2/10/2017,0.02,0.29,0.4,0.72,0.9
2/9/2017,0.02,0.29,0.41,0.75,0.93
2/8/2017,-0.01,0.26,0.38,0.72,0.91
2/7/2017,-0.02,0.26,0.4,0.76,0.96
2/6/2017,-0.05,0.24,0.4,0.78,0.98
2/3/2017,0.02,0.33,0.44,0.81,1.01
2/2/2017,-0.01,0.3,0.43,0.79,0.98
2/1/2017,0.01,0.31,0.43,0.77,0.96
1/31/2017,-0.04,0.24,0.4,0.74,0.93
1/30/2017,-0.01,0.26,0.42,0.76,0.94
1/27/2017,-0.02,0.25,0.41,0.74,0.91
1/26/2017,0.01,0.27,0.43,0.76,0.94
1/25/2017,0.03,0.29,0.45,0.78,0.96
1/24/2017,0.01,0.26,0.41,0.75,0.93
1/23/2017,0.02,0.28,0.39,0.71,0.89
1/20/2017,0.03,0.28,0.44,0.76,0.94
1/19/2017,0.07,0.3,0.43,0.75,0.93
1/18/2017,0.07,0.3,0.42,0.74,0.92
1/17/2017,0,0.24,0.36,0.68,0.87
1/13/2017,0.05,0.28,0.41,0.72,0.89
1/12/2017,0,0.23,0.38,0.7,0.87
1/11/2017,0.04,0.27,0.39,0.71,0.88
1/10/2017,0.05,0.28,0.43,0.74,0.91
1/9/2017,0.04,0.26,0.43,0.74,0.91
1/6/2017,0.08,0.3,0.46,0.76,0.93
1/5/2017,0.03,0.26,0.42,0.73,0.89
1/4/2017,0.08,0.3,0.47,0.78,0.95
1/3/2017,0.08,0.3,0.47,0.78,0.94
12/30/2016,0.09,0.33,0.5,0.82,0.99
12/29/2016,0.15,0.38,0.55,0.86,1.02
12/28/2016,0.17,0.4,0.56,0.86,1.02
12/27/2016,0.19,0.41,0.58,0.89,1.04
12/23/2016,0.2,0.42,0.58,0.87,1.03
12/22/2016,0.18,0.41,0.6,0.91,1.06
12/21/2016,0.3,0.52,0.64,0.93,1.1
12/20/2016,0.26,0.49,0.67,0.98,1.14
12/19/2016,0.29,0.51,0.68,0.98,1.13
12/16/2016,0.32,0.54,0.74,1.05,1.2
12/15/2016,0.32,0.52,0.7,1,1.15
12/14/2016,0.2,0.4,0.6,0.92,1.07
12/13/2016,0.06,0.25,0.53,0.98,1.04
12/12/2016,0.04,0.27,0.51,0.89,1.04
12/9/2016,0.06,0.28,0.51,0.88,1.04
12/8/2016,0,0.22,0.45,0.82,0.98
12/7/2016,0.02,0.22,0.42,0.76,0.91
12/6/2016,0.04,0.23,0.44,0.79,0.94
12/5/2016,0.05,0.25,0.45,0.78,0.94
12/2/2016,0.08,0.28,0.49,0.82,0.98
12/1/2016,0.09,0.28,0.48,0.81,0.95
11/30/2016,0.06,0.25,0.43,0.75,0.91
11/29/2016,0.09,0.27,0.44,0.76,0.92
11/28/2016,0.11,0.28,0.47,0.8,0.95
11/25/2016,0.09,0.26,0.47,0.8,0.93
11/23/2016,0.09,0.26,0.44,0.77,0.93
11/22/2016,0.02,0.21,0.41,0.76,0.93
11/21/2016,0.05,0.23,0.42,0.75,0.92
11/18/2016,0.06,0.24,0.44,0.79,0.94
11/17/2016,0.02,0.21,0.42,0.8,0.96
11/16/2016,0.02,0.2,0.39,0.75,0.92
11/15/2016,0.01,0.19,0.41,0.79,0.95
11/14/2016,0.01,0.19,0.4,0.79,0.96
11/10/2016,-0.14,0.04,0.27,0.7,0.87
11/9/2016,-0.18,0,0.25,0.69,0.83
11/8/2016,-0.23,-0.05,0.15,0.54,0.73
11/7/2016,-0.27,-0.09,0.12,0.51,0.71
11/4/2016,-0.28,-0.11,0.11,0.54,0.72
11/3/2016,-0.26,-0.08,0.14,0.56,0.75
11/2/2016,-0.29,-0.11,0.11,0.51,0.7
11/1/2016,-0.29,-0.1,0.11,0.51,0.69
10/31/2016,-0.28,-0.1,0.11,0.51,0.7
10/28/2016,-0.27,-0.09,0.13,0.55,0.74
10/27/2016,-0.24,-0.07,0.13,0.52,0.72
10/26/2016,-0.28,-0.12,0.08,0.47,0.65
10/25/2016,-0.28,-0.13,0.07,0.46,0.65
10/24/2016,-0.26,-0.09,0.11,0.49,0.69
10/21/2016,-0.31,-0.13,0.07,0.46,0.66
10/20/2016,-0.3,-0.12,0.08,0.48,0.68
10/19/2016,-0.32,-0.14,0.08,0.49,0.68
10/18/2016,-0.3,-0.12,0.09,0.49,0.68
10/17/2016,-0.29,-0.12,0.09,0.49,0.68
10/14/2016,-0.25,-0.07,0.13,0.53,0.74
10/13/2016,-0.23,-0.07,0.12,0.51,0.71
10/12/2016,-0.2,-0.04,0.15,0.53,0.73
10/11/2016,-0.21,-0.05,0.13,0.51,0.71
10/7/2016,-0.24,-0.09,0.1,0.47,0.68
10/6/2016,-0.21,-0.07,0.11,0.48,0.68
10/5/2016,-0.22,-0.08,0.1,0.48,0.69
10/4/2016,-0.23,-0.09,0.07,0.44,0.66
10/3/2016,-0.29,-0.16,0,0.37,0.58
9/30/2016,-0.31,-0.17,0,0.38,0.59
9/29/2016,-0.32,-0.18,0.02,0.43,0.58
9/28/2016,-0.31,-0.17,0.01,0.38,0.57
9/27/2016,-0.26,-0.14,0.04,0.42,0.58
9/26/2016,-0.27,-0.14,0.05,0.43,0.6
9/23/2016,-0.26,-0.13,0.05,0.41,0.58
9/22/2016,-0.22,-0.09,0.08,0.43,0.62
9/21/2016,-0.17,-0.04,0.15,0.53,0.69
9/20/2016,-0.13,0.01,0.2,0.57,0.75
9/19/2016,-0.13,0.01,0.2,0.57,0.75
9/16/2016,-0.13,0,0.19,0.57,0.73
9/15/2016,-0.11,0.02,0.22,0.61,0.76
9/14/2016,-0.09,0.04,0.21,0.58,0.72
9/13/2016,-0.05,0.07,0.24,0.59,0.74
9/12/2016,-0.12,0.01,0.17,0.5,0.67
9/9/2016,-0.09,0.03,0.17,0.49,0.67
9/8/2016,-0.15,-0.06,0.09,0.43,0.59
9/7/2016,-0.18,-0.09,0.03,0.33,0.52
9/6/2016,-0.16,-0.07,0.06,0.37,0.54
9/2/2016,-0.08,0.01,0.13,0.42,0.6
9/1/2016,-0.06,0.01,0.12,0.39,0.57
8/31/2016,-0.08,0,0.11,0.4,0.58
8/30/2016,-0.1,-0.01,0.11,0.42,0.59
8/29/2016,-0.11,-0.02,0.11,0.43,0.58
8/26/2016,-0.08,0.01,0.15,0.46,0.64
8/25/2016,-0.17,-0.06,0.09,0.43,0.61
8/24/2016,-0.19,-0.08,0.08,0.42,0.59
8/23/2016,-0.19,-0.08,0.07,0.4,0.58
8/22/2016,-0.19,-0.08,0.08,0.41,0.59
8/19/2016,-0.17,-0.06,0.1,0.44,0.63
8/18/2016,-0.2,-0.09,0.06,0.4,0.61
8/17/2016,-0.16,-0.06,0.09,0.45,0.63
8/16/2016,-0.12,-0.02,0.13,0.48,0.65
8/15/2016,-0.16,-0.06,0.1,0.44,0.62
8/12/2016,-0.19,-0.08,0.07,0.41,0.58
8/11/2016,-0.16,-0.05,0.1,0.43,0.61
8/10/2016,-0.2,-0.09,0.06,0.4,0.59
8/9/2016,-0.19,-0.09,0.06,0.41,0.6
8/8/2016,-0.19,-0.07,0.08,0.43,0.63
8/5/2016,-0.2,-0.08,0.09,0.44,0.64
8/4/2016,-0.27,-0.14,0.04,0.42,0.62
8/3/2016,-0.21,-0.09,0.09,0.48,0.68
8/2/2016,-0.18,-0.06,0.11,0.49,0.7
8/1/2016,-0.21,-0.11,0.05,0.42,0.63
7/29/2016,-0.28,-0.17,-0.03,0.33,0.56
7/28/2016,-0.24,-0.14,0,0.36,0.59
7/27/2016,-0.21,-0.11,0.03,0.38,0.61
7/26/2016,-0.18,-0.08,0.07,0.44,0.66
7/25/2016,-0.19,-0.08,0.08,0.47,0.68
7/22/2016,-0.23,-0.11,0.06,0.47,0.67
7/21/2016,-0.27,-0.13,0.05,0.45,0.67
7/20/2016,-0.25,-0.08,0.13,0.51,0.67
7/19/2016,-0.27,-0.11,0.12,0.54,0.65
7/18/2016,-0.27,-0.09,0.1,0.46,0.65
7/15/2016,-0.29,-0.11,0.11,0.48,0.64
7/14/2016,-0.34,-0.16,0.08,0.49,0.62
7/13/2016,-0.36,-0.18,0.03,0.4,0.58
7/12/2016,-0.36,-0.16,0.07,0.46,0.64
7/11/2016,-0.38,-0.21,0.01,0.39,0.56
7/8/2016,-0.44,-0.27,-0.06,0.33,0.53
7/7/2016,-0.44,-0.26,-0.03,0.37,0.56
7/6/2016,-0.46,-0.28,-0.05,0.35,0.54
7/5/2016,-0.45,-0.26,-0.03,0.37,0.56
7/1/2016,-0.43,-0.22,0.03,0.43,0.62
6/30/2016,-0.37,-0.17,0.09,0.53,0.7
6/29/2016,-0.33,-0.14,0.1,0.53,0.71
6/28/2016,-0.32,-0.13,0.09,0.49,0.7
6/27/2016,-0.27,-0.1,0.12,0.54,0.73
6/24/2016,-0.28,-0.1,0.15,0.62,0.81
6/23/2016,-0.22,-0.02,0.24,0.69,0.88
6/22/2016,-0.21,-0.01,0.25,0.7,0.9
6/21/2016,-0.19,0.02,0.28,0.72,0.91
6/20/2016,-0.26,-0.03,0.24,0.69,0.88
6/17/2016,-0.3,-0.07,0.2,0.64,0.85
6/16/2016,-0.32,-0.11,0.15,0.61,0.82
6/15/2016,-0.37,-0.14,0.13,0.59,0.82
6/14/2016,-0.3,-0.09,0.17,0.63,0.84
6/13/2016,-0.31,-0.11,0.15,0.62,0.81
6/10/2016,-0.32,-0.13,0.12,0.59,0.78
6/9/2016,-0.31,-0.12,0.12,0.58,0.78
6/8/2016,-0.31,-0.12,0.12,0.58,0.78
6/7/2016,-0.28,-0.09,0.15,0.61,0.82
6/6/2016,-0.24,-0.06,0.19,0.66,0.85
6/3/2016,-0.22,-0.05,0.19,0.66,0.84
6/2/2016,-0.12,0.04,0.27,0.73,0.88
6/1/2016,-0.08,0.09,0.31,0.74,0.91
5/31/2016,-0.1,0.07,0.3,0.74,0.91
5/27/2016,-0.12,0.05,0.27,0.68,0.89
5/26/2016,-0.16,0.02,0.25,0.66,0.87
5/25/2016,-0.11,0.06,0.29,0.71,0.9
5/24/2016,-0.1,0.07,0.31,0.76,0.9
5/23/2016,-0.11,0.05,0.3,0.75,0.89
5/20/2016,-0.13,0.05,0.29,0.7,0.89
5/19/2016,-0.13,0.06,0.29,0.69,0.88
5/18/2016,-0.13,0.04,0.26,0.7,0.88
5/17/2016,-0.27,-0.08,0.15,0.57,0.8
5/16/2016,-0.27,-0.08,0.15,0.59,0.82
5/13/2016,-0.3,-0.15,0.13,0.55,0.79
5/12/2016,-0.29,-0.09,0.15,0.59,0.83
5/11/2016,-0.33,-0.16,0.14,0.57,0.82
5/10/2016,-0.33,-0.16,0.15,0.58,0.84
5/9/2016,-0.3,-0.09,0.18,0.62,0.87
5/6/2016,-0.28,-0.08,0.18,0.62,0.86
5/5/2016,-0.32,-0.12,0.13,0.58,0.83
5/4/2016,-0.29,-0.13,0.16,0.61,0.86
5/3/2016,-0.29,-0.09,0.17,0.61,0.87
5/2/2016,-0.26,-0.1,0.2,0.63,0.89
4/29/2016,-0.32,-0.16,0.12,0.56,0.82
4/28/2016,-0.33,-0.14,0.12,0.58,0.86
4/27/2016,-0.24,-0.05,0.19,0.64,0.9
4/26/2016,-0.16,-0.01,0.27,0.7,0.95
4/25/2016,-0.18,-0.02,0.26,0.68,0.94
4/22/2016,-0.19,-0.04,0.25,0.67,0.92
4/21/2016,-0.21,-0.05,0.24,0.66,0.91
4/20/2016,-0.17,0.03,0.23,0.64,0.88
4/19/2016,-0.2,-0.01,0.19,0.58,0.83
4/18/2016,-0.17,0.02,0.21,0.59,0.84
4/15/2016,-0.2,0.01,0.2,0.6,0.84
4/14/2016,-0.16,0.05,0.24,0.64,0.89
4/13/2016,-0.21,0,0.21,0.62,0.87
4/12/2016,-0.17,0.04,0.22,0.63,0.89
4/11/2016,-0.25,-0.03,0.17,0.59,0.85
4/8/2016,-0.27,-0.06,0.14,0.55,0.81
4/7/2016,-0.27,-0.07,0.12,0.53,0.78
4/6/2016,-0.23,-0.02,0.17,0.57,0.83
4/5/2016,-0.26,-0.05,0.14,0.54,0.79
4/4/2016,-0.26,-0.05,0.14,0.55,0.81
4/1/2016,-0.25,-0.04,0.17,0.58,0.83
3/31/2016,-0.28,-0.05,0.16,0.57,0.83
3/30/2016,-0.26,-0.04,0.18,0.6,0.86
3/29/2016,-0.18,0.02,0.2,0.59,0.84
3/28/2016,-0.03,0.16,0.33,0.7,0.94
3/24/2016,-0.03,0.16,0.34,0.71,0.95
3/23/2016,-0.07,0.12,0.3,0.67,0.91
3/22/2016,-0.06,0.14,0.31,0.7,0.95
3/21/2016,-0.12,0.09,0.28,0.68,0.95
3/18/2016,-0.13,0.08,0.27,0.68,0.94
3/17/2016,-0.07,0.13,0.34,0.74,1
3/16/2016,-0.04,0.16,0.36,0.78,1.05
3/15/2016,0.15,0.31,0.47,0.85,1.11
3/14/2016,0.11,0.28,0.45,0.83,1.09
3/11/2016,0.08,0.27,0.44,0.83,1.09
3/10/2016,0.1,0.28,0.45,0.82,1.06
3/9/2016,0.02,0.21,0.39,0.79,1.05
3/8/2016,0.01,0.19,0.37,0.75,1.01
3/7/2016,0.06,0.25,0.43,0.81,1.06
3/4/2016,0.02,0.19,0.37,0.76,1.02
3/3/2016,-0.03,0.12,0.3,0.7,0.97
3/2/2016,0,0.16,0.33,0.73,1
3/1/2016,0.02,0.18,0.35,0.75,1.04
2/29/2016,-0.01,0.15,0.32,0.72,1
2/26/2016,0.03,0.18,0.35,0.75,1.04
2/25/2016,-0.02,0.15,0.32,0.72,1
2/24/2016,0.06,0.22,0.39,0.78,1.04
2/23/2016,0.1,0.25,0.42,0.8,1.05
2/22/2016,0.14,0.3,0.46,0.83,1.08
2/19/2016,0.18,0.33,0.5,0.86,1.11
2/18/2016,0.19,0.34,0.51,0.87,1.13
2/17/2016,0.22,0.36,0.53,0.93,1.18
2/16/2016,0.2,0.35,0.53,0.92,1.16
2/12/2016,0.17,0.32,0.49,0.87,1.1
2/11/2016,0.17,0.3,0.45,0.81,1.03
2/10/2016,0.2,0.34,0.5,0.85,1.06
2/9/2016,0.22,0.37,0.53,0.89,1.1
2/8/2016,0.19,0.34,0.52,0.88,1.09
2/5/2016,0.18,0.35,0.53,0.91,1.13
2/4/2016,0.12,0.3,0.51,0.91,1.11
2/3/2016,0.11,0.3,0.5,0.9,1.1
2/2/2016,0.14,0.31,0.51,0.91,1.12
2/1/2016,0.18,0.37,0.57,0.97,1.19
1/29/2016,0.14,0.32,0.53,0.95,1.17
1/28/2016,0.2,0.38,0.58,0.99,1.21
1/27/2016,0.25,0.43,0.62,1.01,1.23
1/26/2016,0.28,0.46,0.65,1.03,1.25
1/25/2016,0.32,0.49,0.69,1.07,1.27
1/22/2016,0.34,0.52,0.72,1.1,1.29
1/21/2016,0.36,0.54,0.74,1.11,1.31
1/20/2016,0.34,0.51,0.69,1.07,1.29
1/19/2016,0.33,0.5,0.68,1.07,1.28
1/15/2016,0.34,0.5,0.67,1.05,1.27
1/14/2016,0.32,0.49,0.67,1.07,1.29
1/13/2016,0.33,0.48,0.65,1.04,1.26
1/12/2016,0.36,0.51,0.69,1.07,1.29
1/11/2016,0.39,0.55,0.72,1.11,1.33
1/8/2016,0.34,0.49,0.65,1.03,1.27
1/7/2016,0.36,0.5,0.66,1.03,1.27
1/6/2016,0.39,0.51,0.65,1,1.23
1/5/2016,0.42,0.55,0.69,1.05,1.27
1/4/2016,0.42,0.55,0.69,1.04,1.25
12/30/2015,0.52,0.64,0.77,1.1,1.31
12/29/2015,0.53,0.66,0.79,1.11,1.31
12/28/2015,0.49,0.61,0.74,1.05,1.24
12/24/2015,0.5,0.62,0.73,1.05,1.26
12/23/2015,0.49,0.62,0.76,1.09,1.29
12/22/2015,0.52,0.64,0.78,1.1,1.3
12/21/2015,0.48,0.6,0.75,1.09,1.28
12/18/2015,0.46,0.58,0.73,1.07,1.26
12/17/2015,0.52,0.63,0.77,1.08,1.28
12/16/2015,0.55,0.67,0.84,1.2,1.34
12/15/2015,0.49,0.63,0.8,1.15,1.32
12/14/2015,0.49,0.63,0.78,1.11,1.32
12/11/2015,0.39,0.53,0.67,1,1.21
12/10/2015,0.48,0.6,0.73,1.05,1.26
12/9/2015,0.43,0.56,0.69,1.02,1.23
12/8/2015,0.43,0.56,0.68,1,1.2
12/7/2015,0.42,0.55,0.67,0.99,1.19
12/4/2015,0.41,0.55,0.68,1,1.21
12/3/2015,0.41,0.58,0.72,1.06,1.27
12/2/2015,0.36,0.5,0.62,0.95,1.16
12/1/2015,0.3,0.44,0.58,0.92,1.14
11/30/2015,0.35,0.48,0.62,0.96,1.19
11/27/2015,0.33,0.47,0.62,0.97,1.2
11/25/2015,0.35,0.49,0.62,0.97,1.2
11/24/2015,0.33,0.47,0.62,0.97,1.2
11/23/2015,0.37,0.5,0.64,0.98,1.2
11/20/2015,0.39,0.52,0.66,1,1.21
11/19/2015,0.41,0.55,0.68,1.01,1.23
11/18/2015,0.44,0.58,0.71,1.05,1.27
11/17/2015,0.43,0.57,0.72,1.06,1.28
11/16/2015,0.46,0.61,0.76,1.11,1.33
11/13/2015,0.46,0.61,0.76,1.09,1.31
11/12/2015,0.49,0.64,0.78,1.11,1.32
11/10/2015,0.47,0.62,0.77,1.11,1.32
11/9/2015,0.47,0.61,0.76,1.1,1.32
11/6/2015,0.48,0.62,0.75,1.09,1.31
11/5/2015,0.42,0.56,0.71,1.05,1.27
11/4/2015,0.38,0.52,0.68,1.02,1.24
11/3/2015,0.32,0.49,0.65,1.01,1.24
11/2/2015,0.34,0.49,0.65,0.99,1.2
10/30/2015,0.32,0.47,0.63,0.98,1.19
10/29/2015,0.34,0.5,0.67,1.02,1.24
10/28/2015,0.33,0.48,0.63,0.98,1.2
10/27/2015,0.23,0.39,0.57,0.95,1.18
10/26/2015,0.25,0.41,0.59,0.96,1.19
10/23/2015,0.24,0.41,0.58,0.96,1.19
10/22/2015,0.22,0.39,0.57,0.97,1.21
10/21/2015,0.24,0.41,0.59,1,1.24
10/20/2015,0.24,0.42,0.6,1.01,1.26
10/19/2015,0.22,0.4,0.59,1.01,1.27
10/16/2015,0.18,0.36,0.56,1,1.24
10/15/2015,0.16,0.34,0.54,0.98,1.22
10/14/2015,0.14,0.31,0.5,0.93,1.19
10/13/2015,0.18,0.35,0.54,0.96,1.22
10/9/2015,0.19,0.37,0.58,1.01,1.24
10/8/2015,0.14,0.33,0.54,0.98,1.23
10/7/2015,0.15,0.33,0.53,0.95,1.19
10/6/2015,0.12,0.31,0.53,0.97,1.2
10/5/2015,0.17,0.36,0.56,0.99,1.23
10/2/2015,0.14,0.33,0.51,0.93,1.18
10/1/2015,0.24,0.42,0.59,0.99,1.23
9/30/2015,0.3,0.48,0.65,1.05,1.29
9/29/2015,0.34,0.51,0.66,1.04,1.27
9/28/2015,0.4,0.57,0.71,1.06,1.28
9/25/2015,0.37,0.55,0.71,1.09,1.32
9/24/2015,0.33,0.51,0.64,1.01,1.24
9/23/2015,0.31,0.5,0.64,1.02,1.26
9/22/2015,0.29,0.48,0.63,1.01,1.26
9/21/2015,0.32,0.51,0.66,1.05,1.3
9/18/2015,0.26,0.44,0.58,0.95,1.19
9/17/2015,0.26,0.46,0.63,1.02,1.26
9/16/2015,0.41,0.59,0.73,1.1,1.32
9/15/2015,0.41,0.58,0.72,1.07,1.29
9/14/2015,0.32,0.48,0.62,0.97,1.19
9/11/2015,0.31,0.48,0.61,0.96,1.18
9/10/2015,0.34,0.5,0.64,0.98,1.21
9/9/2015,0.38,0.56,0.65,0.99,1.21
9/8/2015,0.38,0.55,0.67,1.02,1.25
9/4/2015,0.33,0.51,0.62,0.96,1.18
9/3/2015,0.33,0.52,0.64,0.99,1.22
9/2/2015,0.33,0.54,0.64,1,1.22
9/1/2015,0.31,0.51,0.6,0.95,1.17
8/31/2015,0.28,0.49,0.58,0.93,1.15
8/28/2015,0.3,0.5,0.58,0.91,1.12
8/27/2015,0.29,0.49,0.6,0.94,1.15
8/26/2015,0.36,0.54,0.65,1,1.22
8/25/2015,0.33,0.51,0.59,0.92,1.14
8/24/2015,0.28,0.43,0.52,0.84,1.07
8/21/2015,0.31,0.49,0.52,0.82,1.04
8/20/2015,0.33,0.44,0.53,0.81,1.02
8/19/2015,0.33,0.49,0.55,0.85,1.06
8/18/2015,0.39,0.56,0.62,0.91,1.1
8/17/2015,0.36,0.54,0.58,0.86,1.05
8/14/2015,0.36,0.55,0.58,0.86,1.05
8/13/2015,0.34,0.56,0.57,0.87,1.07
