,date,name,y_pred,y_true
421,20120106,Community Bank Examination and Supervision amid Economic Recovery,0.0,-1.0
422,20120106,"Economic Developments, Risks to the Outlook, and Housing Market Policies",-1.0,-1.0
423,20131216,Concluding Remarks,0.0,1.0
424,20131216,Opening Remarks,0.0,1.0
425,20131122,Shadow Banking and Systemic Risk Regulation,0.0,0.0
426,20131121,OTC Market Infrastructure Reform:  Opportunities and Challenges,0.0,-1.0
427,20131119,Communication and Monetary Policy,0.0,1.0
428,20131114,40th Anniversary of the Annual Conference of the Union of Arab Banks,0.0,1.0
429,20131113,Teaching and Learning about the Federal Reserve,-1.0,-1.0
430,20131108,The Crisis as a Classic Financial Panic,0.0,-1.0
431,20131107,The Fire-Sales Problem and Securities Financing Transactions,0.0,1.0
432,20131104,Advanced Economy Monetary Policy and Emerging Market Economies,0.0,-1.0
433,20131018,Toward Building a More Effective Resolution Regime: Progress and Challenges,0.0,-1.0
434,20131018,"Lean, Clean, and In-Between",1.0,-1.0
435,20131014,Celebrating 20 Years of the Bank of Mexico's Independence,0.0,-1.0
436,20131011,Communications Challenges and Quantitative Easing,0.0,-1.0
437,20131004,The Fire-Sales Problem and Securities Financing Transactions,1.0,0.0
438,20131003,Community Banking: Connecting Research and Policy,0.0,1.0
439,20131002,Brief Welcoming Remarks,0.0,1.0
440,20130926,Yield-Oriented Investors and the Monetary Transmission Mechanism,0.0,0.0
441,20130920,Macroprudential Regulation,0.0,-1.0
442,20130717,Beyond Capital: The Case for a Harmonized Response to Asset Bubbles,-1.0,-1.0
443,20130710,"A Century of U.S. Central Banking: Goals, Frameworks, Accountability",0.0,-1.0
444,20130702,International Financial Regulatory Reform,1.0,1.0
445,20130628,Comments on Monetary Policy,-1.0,-1.0
446,20130627,Thoughts on Unconventional Monetary Policy,-1.0,-1.0
447,20130606,Let's Move Forward: The Case for Timely Implementation of Revised Capital Rules,0.0,0.0
448,20130602,Regulatory Landscapes: A U.S. Perspective,1.0,1.0
449,20130602,The Ten Suggestions,0.0,1.0
450,20130518,Economic Prospects for the Long Run,0.0,-1.0
451,20130516,Prospects for a Stronger Recovery,-1.0,-1.0
452,20130510,Monitoring the Financial System,0.0,-1.0
453,20130509,A View from the Federal Reserve Board: The Mortgage Market and Housing Conditions,1.0,-1.0
454,20130503,Evaluating Progress in Regulatory Reforms to Promote Financial Stability,0.0,-1.0
455,20130419,Liquidity Regulation and Central Banking,0.0,1.0
456,20130418,Aspects of Inequality in the Recent Business Cycle,-1.0,1.0
457,20130417,Regulating Large Financial Institutions,-1.0,0.0
458,20130416,"Panel Discussion on ""Monetary Policy: Many Targets, Many Instruments. Where Do We Stand?""",0.0,-1.0
459,20130412,Creating Resilient Communities,-1.0,-1.0
460,20130408,Stress Testing Banks: What Have We Learned?,-1.0,-1.0
461,20130404,Communication in Monetary Policy,0.0,-1.0
462,20130404,Financial and Economic Education,0.0,-1.0
463,20130325,Monetary Policy and the Global Economy,1.0,1.0
464,20130322,Focusing on Low- and Moderate-Income Working Americans,1.0,1.0
465,20130308,Comments on Housing and Mortgage Markets,-1.0,1.0
466,20130304,"Ending ""Too Big to Fail""",1.0,-1.0
467,20130302,Challenges Confronting Monetary Policy,1.0,-1.0
468,20130301,Long-Term Interest Rates,0.0,-1.0
469,20130228,Reflections on Reputation and its Consequences,-1.0,0.0
470,20130222,International Cooperation in Financial Regulation,-1.0,1.0
471,20130221,"Discussion of ""Crunch Time: Fiscal Crises and the Role of Monetary Policy""",-1.0,1.0
472,20130211,"A Painfully Slow Recovery for America's Workers: Causes, Implications, and the Federal Reserve's Response",0.0,0.0
473,20130207,"Overheating in Credit Markets: Origins, Measurement, and Policy Responses",0.0,0.0
474,20130205,The Future of Community Banking,1.0,1.0
475,20130104,Interconnectedness and Systemic Risk:  Lessons from the Financial Crisis and Policy Implications,0.0,1.0
476,20141203,The Federal Reserve's Financial Stability Agenda,0.0,1.0
477,20141202,Opening Remarks,1.0,1.0
478,20141120,Liquidity Regulation,0.0,-1.0
479,20141114,"Monetary Policy Accommodation, Risk-Taking, and Spillovers",0.0,1.0
480,20141107,A Tiered Approach to Regulation and Supervision of Community Banks,1.0,1.0
481,20141107,"Remarks at the Panel Discussion on ""Shaping the Future of the Macroeconomic Policy Mix""",0.0,1.0
482,20141106,A Financial System Perspective on Central Clearing of Derivatives,0.0,0.0
483,20141030,Welcoming Remarks,0.0,0.0
484,20141020,"Good Compliance, Not Mere Compliance",0.0,1.0
485,20141020,Opening Remarks,1.0,1.0
486,20141017,Perspectives on Inequality and Opportunity from the Survey of Consumer Finances,-1.0,1.0
487,20141011,The Federal Reserve and the Global Economy,1.0,-1.0
488,20140930,"Remarks on ""Government Debt Management at the Zero Lower Bound""",0.0,-1.0
489,20140923,Introductory Remarks,1.0,1.0
490,20140918,The Importance of Asset Building for Low and Middle Income Households,0.0,-1.0
491,20140904,Reforming U.S. Dollar LIBOR:  The Path Forward,-1.0,1.0
492,20140822,Labor Market Dynamics and Monetary Policy,-1.0,-1.0
493,20140811,The Great Recession: Moving Ahead,0.0,0.0
494,20140710,Financial Sector Reform: How Far Are We?,1.0,1.0
495,20140702,Monetary Policy and Financial Stability,0.0,-1.0
496,20140625,Stress Testing after Five Years,-1.0,-1.0
497,20140609,Corporate Governance and Prudential Regulation,-1.0,-1.0
498,20140606,A Conversation on Central Banking Issues,0.0,1.0
499,20140521,Commencement Remarks,1.0,-1.0
500,20140515,Small Businesses and the Recovery,1.0,1.0
501,20140508,Rethinking the Aims of Prudential Regulation,1.0,1.0
502,20140506,Challenges for Monetary Policy Communication,-1.0,0.0
503,20140501,Tailored Supervision of Community Banks,1.0,1.0
504,20140416,Monetary Policy and the Economic Recovery,-1.0,1.0
505,20140415,Opening Remarks,-1.0,1.0
506,20140409,Longer-Term Challenges for the American Economy,-1.0,-1.0
507,20140331,What the Federal Reserve Is Doing to Promote a Stronger Job Market,1.0,1.0
508,20140327,Regulating Large Foreign Banking Organizations,0.0,1.0
509,20140325,Remarks on Women's History Month,1.0,0.0
510,20140324,Welcoming Remarks,1.0,-1.0
511,20140321,Incorporating Financial Stability Considerations into a Monetary Policy Framework,1.0,-1.0
512,20140305,Remarks at the Ceremonial Swearing-in,0.0,1.0
513,20140228,"Comments on ""Market Tantrums and Monetary Policy""",0.0,1.0
514,20140225,Monetary Policy and Financial Stability,-1.0,-1.0
515,20140103,"The Federal Reserve:  Looking Back, Looking Forward",1.0,-1.0
516,20140103,Banks as Patient Debt Investors,1.0,-1.0
517,20151203,Financial Stability and Shadow Banks: What We Don't Know Could Hurt Us,0.0,-1.0
518,20151202,The Economic Outlook and Monetary Policy,-1.0,1.0
519,20151202,Opening Remarks,1.0,1.0
520,20151201,Normalizing Monetary Policy When the Neutral Interest Rate Is Low,-1.0,1.0
521,20151120,Opening Remarks,1.0,-1.0
522,20151119,Emerging Asia in Transition,-1.0,-1.0
523,20151117,Thinking Critically about Nonbank Financial Intermediation,1.0,-1.0
524,20151117,Central Clearing in an Interdependent World,1.0,-1.0
525,20151112,The Transmission of Exchange Rate Changes to Output and Inflation,-1.0,-1.0
526,20151112,Welcoming Remarks,-1.0,-1.0
527,20151106,Unconventional Monetary Policy and Cross-Border Spillovers,1.0,1.0
528,20151105,Shared Responsibility for the Regulation of International Banks,0.0,1.0
529,20151104,Central Bank Independence,-1.0,1.0
530,20151020,Brief Remarks,1.0,0.0
531,20151020,The Evolving Structure of U.S. Treasury Markets,-1.0,0.0
532,20151019,Identifying Opportunities for Reducing Regulatory Burdens on Community Banks,1.0,0.0
533,20151012,Economic Outlook and Monetary Policy,-1.0,-1.0
534,20151011,U.S. Economy and Monetary Policy,-1.0,-1.0
535,20151002,Macroprudential Policy in the U.S. Economy,-1.0,1.0
536,20150930,"Community Banks, Small Business Credit, and Online Lending",0.0,-1.0
537,20150930,Welcoming Remarks,1.0,-1.0
538,20150928,Capital Regulation Across Financial Intermediaries,-1.0,-1.0
539,20150924,Inflation Dynamics and Monetary Policy,-1.0,0.0
540,20150829,U.S. Inflation Developments,-1.0,1.0
541,20150803,Structure and Liquidity in Treasury Markets,-1.0,1.0
542,20150710,Recent Developments and the Outlook for the Economy,-1.0,-1.0
543,20150709,Dodd-Frank at Five: Assessing Progress on Too Big to Fail,-1.0,1.0
544,20150701,Recent Changes in the Resilience of Market Liquidity,1.0,-1.0
545,20150630,Monetary Policy in the United States and in Developing Countries,1.0,-1.0
546,20150625,Building a Safer Payment System,1.0,0.0
547,20150624,Supervisory Stress Testing of Large Systemic Financial Institutions,-1.0,-1.0
548,20150602,The U.S. Economic Outlook and Implications for Monetary Policy,-1.0,1.0
549,20150601,What have we learned from the crises of the last 20 years?,0.0,1.0
550,20150526,The Federal Reserve and the Global Economy,-1.0,0.0
551,20150522,The Outlook for the Economy,-1.0,0.0
552,20150521,"Past, Present, and Future Challenges for the Euro Area",1.0,0.0
553,20150514,Regulation and Supervision of Community Banks,1.0,1.0
554,20150506,Finance and Society,-1.0,1.0
555,20150504,Opening Remarks,1.0,1.0
556,20150430,Tailoring Community Bank Regulation and Supervision,1.0,1.0
557,20150408,Remarks on Monetary Policy,-1.0,1.0
558,20150402,Coming of Age in the Great Recession,-1.0,-1.0
559,20150402,Opening Remarks,-1.0,-1.0
560,20150330,"Nonbank Financial Intermediation, Financial Stability, and the Road Forward",-1.0,-1.0
561,20150327,The Importance of the Nonbank Financial Sector,-1.0,-1.0
562,20150327,Normalizing Monetary Policy:  Prospects and Perspectives,-1.0,-1.0
563,20150323,Monetary Policy Lessons and the Way Ahead,1.0,1.0
564,20150303,Improving the Oversight of Large Financial Institutions,1.0,1.0
565,20150227,Conducting Monetary Policy with a Large Balance Sheet,1.0,1.0
566,20150218,"Financial Institutions, Financial Markets, and Financial Stability",-1.0,-1.0
567,20150209,"""Audit the Fed"" and Other Proposals",1.0,1.0
568,20150204,Welcoming Remarks,1.0,1.0
569,20150130,Advancing Macroprudential Policy Objectives,-1.0,1.0
570,20150120,Comments on the Fair and Effective Markets Review,1.0,-1.0
571,20161219,Commencement Remarks,-1.0,-1.0
572,20161202,Financial Regulation Since the Crisis,1.0,-1.0
573,20161202,The Opportunities and Challenges of Fintech,1.0,-1.0
574,20161130,A View from the Fed,-1.0,1.0
575,20161129,Recent Economic Developments and Longer-Run Challenges,-1.0,1.0
576,20161121,Longer-Term Challenges for the U.S. Economy,1.0,1.0
577,20161118,The Global Trade Slowdown and Its Implications for Emerging Asia,-1.0,0.0
578,20161117,"The ""Gig"" Economy: Implications of the Growth of Contingent Work",1.0,0.0
579,20161115,Is There a Liquidity Problem Post-Crisis?,-1.0,1.0
580,20161111,U.S. Monetary Policy from an International Perspective,-1.0,1.0
581,20161104,The Economic Outlook,1.0,1.0
582,20161024,Opening Remarks on Government Securities Settlement,-1.0,1.0
583,20161021,Pedagogy and Scholarship in a Post-Crisis World,-1.0,1.0
584,20161017,Why Are Interest Rates So Low? Causes and Implications,1.0,-1.0
585,20161014,Macroeconomic Research After the Crisis,-1.0,-1.0
586,20161009,The U.S. Economy and Monetary Policy ,-1.0,1.0
587,20161007,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement",1.0,1.0
588,20161005,Low Interest Rates,-1.0,1.0
589,20160929,Brief Remarks,1.0,1.0
590,20160929,Trends in Community Bank Performance over the Past 20 Years,1.0,1.0
591,20160927,Why Study Economics?,-1.0,0.0
592,20160926,Next Steps in the Evolution of Stress Testing,-1.0,-1.0
593,20160912,"The ""New Normal"" and What It Means for Monetary Policy",1.0,1.0
594,20160826,"The Federal Reserve's Monetary Policy Toolkit: Past, Present, and Future",-1.0,-1.0
595,20160821,Remarks on the U.S. Economy,1.0,-1.0
596,20160712,Opening Remarks,1.0,1.0
597,20160628,"Recent Economic Developments, Monetary Policy Considerations and Longer-term Prospects",1.0,-1.0
598,20160622,Comments on the Resolution Framework for Banks and Bank Holding Companies in the United States,1.0,-1.0
599,20160621,Introductory Comments,1.0,-1.0
600,20160606,Current Conditions and the Outlook for the U.S. Economy,1.0,-1.0
601,20160603,The Economic Outlook and Implications for Monetary Policy,-1.0,-1.0
602,20160526,"Recent Economic Developments, the Productive Potential of the Economy, and Monetary Policy",1.0,1.0
603,20160520,Insurance Companies and the Role of the Federal Reserve,1.0,0.0
604,20160519,"(Money), Interest and Prices: Patinkin and Woodford",1.0,1.0
605,20160414,"The Use of Distributed Ledger Technologies in Payment, Clearing, and Settlement",1.0,-1.0
606,20160329,"The Outlook, Uncertainty, and Monetary Policy",-1.0,-1.0
607,20160307,"An Update on the Outlook, Liquidity, and Resilience",1.0,1.0
608,20160307,Reflections on Macroeconomics Then and Now,1.0,1.0
609,20160226,What Happened to the Great Divergence?,1.0,-1.0
610,20160226,"Discussion of the paper ""Language after Liftoff: Fed Communication Away from the Zero Lower Bound""",1.0,-1.0
611,20160223,Recent Monetary Policy Developments,1.0,-1.0
612,20160210,The Lender of Last Resort Function in the United States,1.0,1.0
613,20160201,Recent Monetary Policy,-1.0,-1.0
614,20160103,"Monetary Policy, Financial Stability, and the Zero Lower Bound",1.0,-1.0
615,20171213,Workforce Development in Today's Economy,-1.0,1.0
616,20171130,Thoughts on Prudent Innovation in the Payment System,1.0,-1.0
617,20171116,Where Do Consumers Fit in the Fintech Stack?,-1.0,0.0
618,20171115,Regional Food Systems and Community Development,1.0,1.0
619,20171107,Remarks accepting the 2017 Paul H. Douglas Award for Ethics in Government,1.0,1.0
620,20171102,Introductory Remarks,1.0,-1.0
621,20171020,A Challenging Decade and a Question for the Future,1.0,1.0
622,20171018,Financial Innovation: A World in Transition,1.0,1.0
623,20171015,The U.S. Economy and Monetary Policy,-1.0,1.0
624,20171012,Rethinking Monetary Policy in a New Normal,-1.0,1.0
625,20171012,Prospects for Emerging Market Economies in a Normalizing Global Economy,-1.0,1.0
626,20171005,Treasury Markets and the TMPG,1.0,-1.0
627,20171004,Welcoming Remarks,1.0,0.0
628,20170928,The Independent Bank of England--20 Years On,1.0,1.0
629,20170927,Labor Market Disparities and Economic Performance,1.0,1.0
630,20170926,"Inflation, Uncertainty, and Monetary Policy",-1.0,1.0
631,20170926,Why Persistent Employment Disparities Matter for the Economy's Health,1.0,1.0
632,20170905,Understanding the Disconnect between Employment and Inflation with a Low Neutral Rate,-1.0,-1.0
633,20170830,The Role of Boards at Large Financial Firms,1.0,-1.0
634,20170825,Financial Stability a Decade after the Onset of the Crisis,-1.0,-1.0
635,20170731,The Low Level of Global Real Interest Rates,-1.0,-1.0
636,20170728,Strengthening Diversity in Economics,-1.0,0.0
637,20170713,Cross-Border Spillovers of Balance Sheet Normalization,-1.0,-1.0
638,20170711,Cross-Border Spillovers of Balance Sheet Normalization,-1.0,-1.0
639,20170706,Government Policy and Labor Productivity,1.0,0.0
640,20170706,The Case for Housing Finance Reform,-1.0,0.0
641,20170627,An Assessment of Financial Stability in the United States,-1.0,1.0
642,20170626,Remarks,1.0,1.0
643,20170623,Central Clearing and Liquidity,-1.0,1.0
644,20170620,Housing and Financial Stability,1.0,-1.0
645,20170601,Thoughts on the Normalization of Monetary Policy,1.0,-1.0
646,20170530,Navigating the Different Signals from Inflation and Unemployment,1.0,-1.0
647,20170522,Why Opportunity and Inclusion Matter to Americaâs Economic Strength,1.0,1.0
648,20170505,So We All Can Succeed: 125 Years of Women's Participation in the Economy,-1.0,1.0
649,20170505,Committee Decisions and Monetary Policy Rules,1.0,1.0
650,20170428,Where Do Banks Fit in the Fintech Stack?,-1.0,1.0
651,20170420,Brief Remarks,1.0,1.0
652,20170419, International Effects of Recent Policy Tightening,1.0,1.0
653,20170417,Monetary Policy Expectations and Surprises,1.0,0.0
654,20170405,Welcoming Remarks,1.0,1.0
655,20170404,Departing Thoughts,-1.0,1.0
656,20170328,America's Central Bank: The History and Structure of the Federal Reserve,1.0,-1.0
657,20170328,Addressing Workforce Development Challenges in Low-Income Communities,1.0,-1.0
658,20170323,Welcoming Remarks,1.0,0.0
659,20170303,From Adding Accommodation to Scaling It Back,1.0,1.0
660,20170303,"Monetary Policy: By Rule, By Committee, or By Both?",1.0,1.0
661,20170303,"Innovation, Technology, and the Payments System",-1.0,1.0
662,20170301,Transitions in the Outlook and Monetary Policy,-1.0,1.0
663,20170222,The Economic Outlook and Monetary Policy,1.0,-1.0
664,20170211,"""I'd Rather Have Bob Solow Than an Econometric Model, But ...""",1.0,1.0
665,20170119,The Economic Outlook and the Conduct of Monetary Policy,1.0,-1.0
666,20170119,Video,-1.0,-1.0
667,20170118,The Goals of Monetary Policy and How We Pursue Them,1.0,-1.0
668,20170118,Video,-1.0,-1.0
669,20170117,Monetary Policy in a Time of Uncertainty,-1.0,1.0
670,20170117,Video,1.0,1.0
671,20170112,Welcoming Remarks,-1.0,1.0
672,20170112,Video,1.0,1.0
673,20170107,Low Interest Rates and the Financial System,1.0,-1.0
674,20181207,Assessing Financial Stability over the Cycle,1.0,1.0
675,20181206,Welcoming Remarks,1.0,1.0
676,20181205,Banks as Vital Infrastructure for Rural Communities of the West,-1.0,0.0
677,20181203,Celebrating Excellence in Community Development,1.0,-1.0
678,20181203,Celebrating Excellence in Community Development,1.0,-1.0
679,20181203,The Structure of the Treasury Market:  What Are We Learning?,-1.0,-1.0
680,20181128,The Federal Reserve's Framework for Monitoring Financial Stability,-1.0,-1.0
681,20181127,Data Dependence and U.S. Monetary Policy,1.0,-1.0
682,20181116,Beginning Stress Testingâs New Chapter,1.0,0.0
683,20181113,What Are We Learning about Artificial Intelligence in Financial Services?,-1.0,-1.0
684,20181109,A New Chapter in Stress Testing,1.0,-1.0
685,20181025,Outlook for the U.S. Economy and Monetary Policy,-1.0,0.0
686,20181018,Donât Chase the Needles: An Optimistic Assessment of the Economic Outlook and Monetary Policy,1.0,0.0
687,20181017,FinTech and the Search for Full Stack Financial Inclusion,-1.0,0.0
688,20181015,Community Investment in Denver,1.0,1.0
689,20181004,Trends in Urban and Rural Community Banks,1.0,0.0
690,20181003,Supporting Fast Payments for All,-1.0,1.0
691,20181002,Monetary Policy and Risk Management at a Time of Low Inflation and Low Unemployment,1.0,1.0
692,20180927,Brief Remarks on the U.S. Economy,1.0,0.0
693,20180912,What Do We Mean by Neutral and What Role Does It Play in Monetary Policy?,1.0,1.0
694,20180824,Monetary Policy in a Changing Economy,1.0,1.0
695,20180719,Introductory Remarks,-1.0,1.0
696,20180718,Getting It Right: Factors for Tailoring Supervision and Regulation of Large Financial Institutions,1.0,1.0
697,20180627,America's Vital Interest in Global Efforts to Promote Financial Stability,1.0,0.0
698,20180620,Monetary Policy at a Time of Uncertainty and Tight Labor Markets,1.0,-1.0
699,20180531,Sustaining Full Employment and Inflation around Target,-1.0,1.0
700,20180525,Financial Stability and Central Bank Transparency,-1.0,-1.0
701,20180518,Keeping Community at the Heart of the Community Reinvestment Act,1.0,-1.0
702,20180516,Trust Everyone--But Brand Your Cattle: Finding the Right Balance in Cross-Border Resolution,-1.0,0.0
703,20180515,"Cryptocurrencies, Digital Currencies, and Distributed Ledger Technologies: What Are We Learning?",1.0,0.0
704,20180508,Monetary Policy Influences on Global Financial Conditions and International Capital Flows,1.0,0.0
705,20180504,Liquidity Regulation and the Size of the Fed's Balance Sheet,1.0,1.0
706,20180419,Safeguarding Financial Resilience through the Cycle,1.0,1.0
707,20180417,Community Development in Baltimore and A Few Observations on Community Reinvestment Act Modernization,-1.0,1.0
708,20180406,The Outlook for the U.S. Economy,1.0,0.0
709,20180403,An Update on the Federal Reserve's Financial Stability Agenda,1.0,0.0
710,20180326,The Roles of Consumer Protection and Small Business Access to Credit in Financial Inclusion,-1.0,-1.0
711,20180306,Navigating Monetary Policy as Headwinds Shift to Tailwinds,-1.0,0.0
712,20180305,The Federal Reserveâs Regulatory Agenda for Foreign Banking Organizations: What Lies Ahead for Enhanced Prudential Standards and the Volcker Rule,1.0,0.0
713,20180226,Brief Thoughts on the Financial Regulatory System and Cybersecurity,1.0,0.0
714,20180226,An Assessment of the U.S. Economy,-1.0,0.0
715,20180222,The U.S. Economy after the Global Financial Crisis,1.0,-1.0
716,20180213,Remarks at the Ceremonial Swearing-in,-1.0,0.0
717,20180119,Early Observations on Improving the Effectiveness of Post-Crisis Regulation,1.0,0.0
718,20190905,Refining the Stress Capital Buffer,-1.0,1.0
719,20190904,Introductory Remarks,1.0,0.0
720,20190823,Challenges for Monetary Policy,1.0,1.0
721,20190820,A Decade of Building Stronger Communities,1.0,0.0
722,20190805,Delivering Fast Payments for All,1.0,-1.0
723,20190716,Monetary Policy in the Post-Crisis Era,1.0,-1.0
724,20190711,Perspectives on the Economy from Scranton,-1.0,-1.0
725,20190709,Stress Testing: A Decade of Continuity and Change,1.0,0.0
726,20190709,Welcoming Remarks (via prerecorded video),1.0,0.0
727,20190709,Video,0.0,0.0
728,20190701,"The Federal Reserve's Review of Its Monetary Policy Strategy, Tools, and Communication Practices",-1.0,0.0
729,20190625,Economic Outlook and Monetary Policy Review,-1.0,-1.0
730,20190625,Minority Depository Institutions,1.0,-1.0
731,20190621,Fed Listens in Cincinnati: How Does Monetary Policy Affect Your Community?,-1.0,0.0
732,20190605,"The Federal Reserve's Review of Its Monetary Policy Strategy, Tools, and Communication Practices",1.0,1.0
733,20190604,Opening Remarks,-1.0,-1.0
734,20190603,The Next Stage in the LIBOR Transition (via prerecorded video),1.0,1.0
735,20190530,Monetary Policy and Financial Stability,1.0,-1.0
736,20190530,Sustaining Maximum Employment and Price Stability,-1.0,-1.0
737,20190520,Business Debt and Our Dynamic Financial System,-1.0,0.0
738,20190520,"The Federal Reserve's Review of Its Monetary Policy Strategy, Tools, and Communication Practices",1.0,0.0
739,20190517,"The Federal Reserveâs Review of Its Monetary Policy Strategy, Tools, and Communication Practices",-1.0,0.0
740,20190516,The Disconnect between Inflation and Employment in the New Normal,-1.0,1.0
741,20190513,"The Federal Reserveâs Review of Its Monetary Policy Strategy, Tools, and Communication Practices",0.0,0.0
742,20190510,Is the Middle Class within Reach for Middle-Income Families?,1.0,-1.0
743,20190509,Welcoming Remarks,1.0,-1.0
744,20190508,"""Fed Listens"" in Richmond: How Does Monetary Policy Affect Your Community?",1.0,-1.0
745,20190503,"Models, Markets, and Monetary Policy",-1.0,0.0
746,20190411,Community Banking in the Age of Innovation,1.0,1.0
747,20190411,U.S. Economic Outlook and Monetary Policy,-1.0,1.0
748,20190410,Progress on the Transition to Risk-Free Rates,1.0,1.0
749,20190409,"The Federal Reserve's Review of Its Monetary Policy Strategy, Tools, and Communication Practices",0.0,0.0
750,20190402,Fostering Closer Supervisory Communication,1.0,0.0
751,20190402,The Financial Stability Board: Beyond the Fog of Battle,1.0,0.0
752,20190329,Frameworks for the Countercyclical Capital Buffer ,1.0,1.0
753,20190328,Agriculture and Community Banking,1.0,0.0
754,20190328,Global Shocks and the U.S. Economy,1.0,0.0
755,20190328,The Financial Stability Board in 2019,0.0,0.0
756,20190325,Welcoming Remarks,1.0,0.0
757,20190312,The Community Reinvestment Act: How Can We Preserve What Works and Make it Better?,-1.0,-1.0
758,20190311,Brief Remarks,-1.0,-1.0
759,20190308,Monetary Policy: Normalization and the Road Ahead,-1.0,-1.0
760,20190307,Navigating Cautiously,-1.0,-1.0
761,20190228,Recent Economic Developments and Longer-Term Challenges,1.0,0.0
762,20190228,U.S. Economic Outlook and Monetary Policy,1.0,0.0
763,20190223,Is Economics for Me? Increasing the Participation of Black Women in Economics,0.0,0.0
764,20190222,The Future of the Federal Reserve's Balance Sheet,1.0,0.0
765,20190222,"The Federal Reserve's Review of Its Monetary Policy Strategy, Tools, and Communication Practices",0.0,0.0
766,20190212,Encouraging Economic Development in High-Poverty Rural Communities,1.0,-1.0
767,20190211,A Conversation on Community Banking,1.0,0.0
768,20190210,Ideas of Order: Charting a Course for the Financial Stability Board,-1.0,1.0
769,20190206,Welcoming Remarks,1.0,0.0
770,20190206,Inviting Participation: The Public's Role in Stress Testing's Next Chapter,-1.0,0.0
771,20190201,Strengthening the Community Reinvestment Act: What Are We Learning?,1.0,0.0
772,20190110,Monetary Policy Outlook for 2019,0.0,0.0
773,20190109,Insurance Supervision and International Engagement,1.0,0.0
